,price,artist,title,yearCreation,signed,condition,period,movement
616,800 USD,Agnes Story,Fragment Of Pelicano Club,1984,"Title, artist signature, and date bottom recto",This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Post-War,Expressionism
617,1.275 USD,Denise Green,Becoming Subject,1979,Signed Denise Green on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and wear to frame.,Contemporary,Abstract
618,1.275 USD,George T. Grant,Tomorrow Being Today,1987,[nan],This work is in very good condition.Not examined out of frame.Slight rippling to paper.,Contemporary,Abstract
619,1.500 USD,Dan Walsh,Viewing Suite II,2008,Signed and dated in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Minimalism
620,680 USD,Mark Fox,Beneath,2012,Mark Fox 12 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract
621,800 USD,Kate Whiteford,Sitelines,1989,"Signed and dated in pencil lower right, Kate Whiteford, '89",Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract
622,800 USD,Kate Whiteford,Sitelines,1989,"Signed and dated in pencil lower right, Kate Whiteford '89",This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Post-War,Abstract
623,1.500 USD,Jane Rosenberg,Upright Curves Number 2,1977,Signed and dated in pencil lower right recto.,This work is in very good condition.Discoloration to edges of paper.Not examined out of frame.,Post-War,Minimalism
624,1.500 USD,RICHARD WOODS,"Remnant Number 1, Around The Fireplace",2012,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
625,1.500 USD,Karim Noureldin,"Untitled, 2000",2008,[nan],This work is in good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Minimalism
626,1.500 USD,Dan Walsh,Viewing Suite IV,2008,Signed and dated in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Scratches and nicks to frame.,Contemporary,Abstract
627,680 USD,Paul Levy,Commonwealth of Massachusetts Building Code,1975,Signed in pencil c Paul M. Levy '75 lower right; marked Commonwealth of Massachusetts Building Code in center; edition marked 21/50 lower left,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Small smudges to matt.,Modern,Pop Art
628,1.275 USD,Clinton J. Hill,Untitled NBR 58,1975,Signed C Hill bottom right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light buckling to paper.,Contemporary,Abstract
629,1.500 USD,Frederick Wardy,Untitled,1974,Frederick Wardy 74 in ink on bottom right recto.,This work is in good condition.Artwork not examined outside of frame.Minor discoloration at paper edges.No other obvious signs of wear to artwork.,Post-War,Minimalism
630,680 USD,Diane Cionni,Reason And Romance #9,2012,Signed in pencil DKC 2012 lower right,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
631,1.275 USD,Wayne Amedee,Source of Freedom,1991,Signed in pencil W. Amadee 1991 lower right,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
632,1.275 USD,Christopher Olav Jenssen,No 245,1985,"Signed at bottom in pencil 27 Juli 1985, Olav Christopher","This work is in good condition.Not examined out of frame.Small mark at bottom of paper.Hardware for wire, but wire is missing.",Contemporary,Abstract
633,1.500 USD,RICHARD WOODS,"Remnant Number 3, Under The Sink",2012,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
634,800 USD,"John F. Simon, Jr.",Heat from the Core Raises Mountains and Opens Oceans,2011,"Signed in pencil, R, 2011 lower right corner",This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Conceptual 
635,680 USD,Ron Janowich,Untitled,1989,Ron Janowich 89 on bottom right in pencil,This work is in overall good condition.Work not examined outside of frame.Small holes at corners of paper from previous hanging.Minor rippling and creases in paper.No other signs of wear on art.,Contemporary,Abstract
636,680 USD,Mark Fox,Before,2012,Mark Fox on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract
637,680 USD,Gregory Amenoff,Sweet Home,1988,[nan],This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract
638,1.275 USD,Paul Huxley,Study Relating To Modus Operandi Series XIV 6,Late 20th Century ,Signed Paul Huxley bottom right in pen,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Occasional small nicks and marks to frame.,Contemporary,Abstract
639,800 USD,JOHN WALKER,Sorrow,1992,Signed and inscribed recto in pencil,"This work is in good condition.Artwork not inspected out of frame.Scuffs, marks and dents to frame.",Post-War,Abstract
640,1.275 USD,Denise Green,Both And,1979,Signed Denise Green on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Some scrapes and marks on frame.,Contemporary,Abstract
641,1.275 USD,Orly Genger,Untitled,2004,[nan],Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
642,800 USD,Joe Tilson,Signatures,1988,Tilson 1988 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No other obvious signs of wear to artwork.,Post-War,Conceptual 
643,680 USD,Tony Jannetti,The Third Emergence,1971,Signed in pencil Tony Jannetti '71 lower right with 1/35 lower left,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Modern,Abstract
644,1.275 USD,Michael Kenny,Working Drawing 1,1987,Michael Kenny 87 Working Drawing on top left in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Abstract
645,800 USD,Paul Henry Ramirez,Juicy Little Passion #6,2005,Signed and inscribed recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Light wear to frame.,Contemporary,Abstract
646,1.500 USD,David Storey,Living With The Lights On,1988,David Storey inscribed on reverse.,This work is in overall very good condition.No obvious signs of wear to artwork.,Post-War,Surrealism
647,800 USD,Bruce Porter,Bend,1979,[nan],This work is in good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract
648,1.500 USD,RICHARD WOODS,"Remnant Number 5, By The Back Door",2012,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
649,1.500 USD,Richard Woods,Woodblock Inlays 3 of 4,2011,Artist signature and edition in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
650,1.275 USD,Nancy Blum,Print Fields 1 (Pink),2002,Signed Nancy Blum bottom right in pen,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Frame is marked and scuffed at left top and bottom corners.,Contemporary,Abstract
651,680 USD,Antonio Frasconi,Cantos IV,1974,Signed Frasconi bottom right in pencil,This work is in overall good condition.Not examined out of frame.No obvious signs of wear to art.Small water mark to paper mat at bottom right corner,Modern,Abstract
652,1.275 USD,Stephanie Kirschen Cole,BB / Market,1978,[nan],Not examined out of frame.No obvious signs of wear to art.Small scratch to bottom of plexiglass.,Contemporary,Abstract
653,1.275 USD,Mary Heebner,Powder,1979,Heebner 79 inscribed on bottom right,This work is in good condition.Not examined outside of frame.No obvious signs wear to artMinor scrape to corner of frame.,Modern,Abstract
654,800 USD,Barbara Schwartz,Untitled,2001,Barbara Schwartz 2001 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.Minor rippling of paper consistent with process.No obvious signs of wear to artwork.,Contemporary,Expressionism
655,1.500 USD,Frederick Wardy,Untitled,1974,Frederick Wardy 74 in ink at bottom right recto.,This work is in good condition.Artwork not examined outside of frame.Minor discoloration at paper edges.Minor rippling of paper.,Post-War,Minimalism
656,1.275 USD,Fred Gutzeit,Balls with Red,1971,Signed in pencil F. Gutzeit 4/71 lower right,This work is in very good condition.Not examined out of frame.Slight rippling to paper.,Modern,Abstract
657,680 USD,Mary Hambleton,Untitled,1986,Hambleton 86 on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Minor wear to frame.,Contemporary,Abstract
658,1.275 USD,Christopher Olav Jenssen,No 249,1986,"Signed at bottom in pencil 17 Aug 1986, Olav Christopher",This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Hardware for wire but wire is missing.,Contemporary,Abstract
659,800 USD,Joe Tilson,Zikkurat,1975,Signed and inscribed recto in pencil,This work is in good condition.Artwork not inspected out of frame.Scratching to plexiglass.Adhesive on frame.Light wear to frame.,Post-War,Pop Art
660,1.500 USD,RICHARD WOODS,Woodblock Inlays 4 Of 4,2011,Artist signature and edition in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
661,1.275 USD,Derek Hirst,"Sacred Mountain Series II, #5",1987,Signed Derek Hirst 1987 lower right in pencil,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
662,680 USD,Dianna Frid,On The Modification Of Clouds III,2011,Signed D. Frid 2011 in pencil lower left,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
663,680 USD,Reed Anderson,Bad Neighbors (Red),2013,Signed RA bottom right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.Slight buckling to paper.,Contemporary,Abstract
664,1.500 USD,Chuck Webster,Untitled,2011,[nan],This work is in very good condition.Some yellowing to paper at top of piece.Not examined out of frame.,Contemporary,Abstract
665,680 USD,Mark Fox,Between,2012,Mark Fox 12 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract
666,1.275 USD,Tony King,Untitled,1975,T King 75 on bottom right in pencil,Not examined outside of frame.No obvious signs of wear to art.,Post-War,Geometric Abstraction
667,1.500 USD,RICHARD WOODS,"Remnant Number 6, Inside The Bedroom Cupboard",2012,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
668,800 USD,Stephanie Snider,Untitled (III),2001,Lower right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Contemporary,Surrealism
669,680 USD,Charles Hewitt,Pink Basket,2009,Signed and dated lower right in pencil,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
670,800 USD,Steven Sorman,Unheard of III,2002,"Signed and dated in pencil lower right, Steven Sorman, 2002",This work is in good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract
671,1.500 USD,Laura Wait,Scriptograph #14,2012,Wait 12 in pencil on bottom right recto,This work is in very good condition.Not examined outside of frame.Minor curving of paper at bottom.No other obvious signs of wear to artwork.,Contemporary,Expressionism
672,1.500 USD,Michael Tetherow,Early Summer Drawing,1990,M.T. 90 in pencil on bottom center right recto,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.Scuff on top center of wood frame.,Post-War,Expressionism
673,800 USD,Stephanie Snider,Untitled (II),2001,Lower right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.,Contemporary,Abstract
674,1.500 USD,Bruce Mclean,Misdirected Concerns,1988,Bruce Mclean 1988 inscribed at bottom right recto,This work is in very good condition.Artwork not examined outside of frame.Some rippling of paper consistent with process.No other obvious signs of wear to artwork.,Post-War,Expressionism
675,680 USD,Hanlyn Davies,Jumble,1975,Signed in pencil lower right Jumble 31/129 Hanlyn Davies 1975,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Modern,Abstract
676,1.500 USD,Chuck Webster,Untitled,2011,[nan],This work is in very good condition.No obvious signs of wear to art.Not examined out of frame.,Contemporary,Abstract
677,1.500 USD,Margaret Ponce Israel,Letter,20th Century ,[nan],This work is in good condition.Not examined outside of frame.Minor discoloration to paper.Minor rippling to paper.,Post-War,Conceptual 
678,1.275 USD,Anne Gilman,"A Known Quantity, Subway Series #3",2000,Artist signed in pen lower right,Not examined out of frame.Creases from fold-marks to subway map.,Contemporary,Conceptual 
679,1.275 USD,Nicholas Howey,Untitled,1989,[nan],This work is in good condition.Not examined outside of frame.Some rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract
680,1.500 USD,Jane Rosenberg,Upright Curves Number 3,1977,Signed and dated in pencil lower right recto,This work is in very good condition.Discoloration to edges of paper.Not examined out of frame.,Post-War,Minimalism
681,1.275 USD,Michael Hardesty,Untitled,1990,Hardesty 90 on bottom right in pencil,This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.Artwork is slipping off hinges on top left corner.,Contemporary,Abstract
682,1.275 USD,Oliver Hirsch,Watched Water NBR 4,21st Century ,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
683,800 USD,MICHAEL MAZUR ,Serpentine With Orchids,2005,Mazur 05 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Contemporary,Pop Art
684,680 USD,Dianna Frid,On The Modification Of Clouds I,2011,Signed D. Frid 2011 in pencil lower left,Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
685,1.500 USD,Richard Woods,Woodblock Inlays 1 of 4,2011,Artist signature and edition in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Pop Art
686,680 USD,Chris Costan,MT 2000,1997,Signed C. Costan '97 in pencil lower right,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract
687,800 USD,Kate Whiteford,Sitelines,1989,"Signed and dated in pencil lower right, Kate Whiteford '89",This work is in good condition with no obvious damage to the artwork.Not examined outside of frame.,Post-War,Abstract
688,680 USD,Chris Costan,MT 2011,1997,Signed C. Costan '97 in pencil lower right,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract
689,800 USD,Steven Sorman,Unheard of II,2002,"Signed and dated in pencil lower right, Steven Sorman, 2002",This work is in very good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract
690,1.275 USD,Porfirio Di Donna,Untitled #123,1975,Signed Di Donna 75 in pencil lower right,Not examined out of frame.Discoloration to edges of art.Discoloration to background paper.,Contemporary,Abstract
691,680 USD,Robert Kushner,Reclining Man 29,1987,[nan],This work is in good condition with no obvious signs of wear to art.Not examined out of frame.Small smudge to plexiglass at top left.Marks to frame.,Contemporary,Abstract
692,800 USD,Steven Sorman,Spaces Between Words A Deaf Man Sees,1978,"Signed and numbered in pencil, lower center Steven Sorman, '78","This work is in overall good condition.Not examined outside of frame.Slight buckling of paper, consistent with process.",Post-War,Minimalism
693,1.500 USD,Ann Turnley,Fancy Wall,1978,[nan],This work is in very good condition.Artwork not inspected out of frame.Dent and light wear to frame on bottom right corner.,Post-War,Abstract
694,1.275 USD,David Hornung,Ladder / Triangle,1988,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Surrealism
695,800 USD,Brian O'Doherty,Untitled,2011,"Signed and dated in pencil lower right, Brian O'Doherty, 2011",This work is in overall good condition.Not examined outside of frame.No obvious damage to artwork.,Contemporary,Abstract
696,1.275 USD,Orly Genger,Untitled,2004,[nan],Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
697,680 USD,Stephen Hartman,Untitled,1978,Signed S Hartman bottom left in pencil,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.Occasional nicks to frame.,Contemporary,Abstract
698,800 USD,Donald Traver,Untitled (From Vessels and Voids),1994,Signed and dated upper right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Pin holes on top corners.Light wear to frame.,Post-War,Abstract
699,800 USD,Stephanie Snider,Untitled (I),2001,Lower right recto in pencil,This work is in very good condition.Artwork not inspected out of frame.Scratch to plexiglass.,Contemporary,Surrealism
700,800 USD,Kirsten Stolle,Diego I,2002,K. Stolle 02 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract
701,680 USD,Mark Fox,Below,2012,Mark Fox 12 on bottom right in pencil,This work is in overall good condition.No examined outside of frame.Minor rippling of paper.No other obvious signs of wear to art.,Contemporary,Abstract
702,1.275 USD,Ralph Hilton,Untitled,1981,[nan],This work is in good condition.Not examined outside of frame.No obvious signs of wear to art.,Contemporary,Abstract
703,1.500 USD,Christine Olsavsky,Humid Hearts,1989,[nan],"This work is in good condition.Artwork not inspected out of frame.Marks, paint loss and dents to frame.",Post-War,Abstract
704,680 USD,John Hoyland,Mael,1986,Signed John Hoyland '86 in pencil lower right,Not examined out of frame.Minor rippling to paper.,Contemporary,Abstract
705,1.500 USD,Bob Nugent,Letter Folio,1977,[nan],This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Expressionism
706,1.500 USD,Mark Wilson,Untitled,2008,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
707,800 USD,Cinda Sparling,"Untitled, 1988",1988,Signed and inscribed lower right recto in pencil.,This work is in overall good condition.Artwork not inspected out of frame.Chip on bottom edge of frame.Wear and paint loss to side edges of frame.Rippling to paper.,Post-War,Abstract
708,800 USD,Joe Tilson,Signatures,1988,Tilson 1988 in pencil on bottom right recto.,This work is in very good condition.Artwork not examined outside of frame.Minor rippling to paper consistent with process.No obvious signs of wear to artwork.,Contemporary,Conceptual 
709,1.275 USD,George T. Grant,Fall I,2008,[nan],This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
710,1.500 USD,Max Miller,Untitled NBR 60,1987,[nan],This work is in good condition.Artwork not inspected out of frame.Wear to frame in areas.Pinholes to corners of artwork.,Post-War,Abstract
711,800 USD,Paul Henry Ramirez,Juicy Little Passion #4,2005,Signed and inscribed recto in pencil,This work is in very good condition.Artwork not examined out of frame.Light scratching to plexiglass.,Contemporary,Abstract
712,680 USD,Ford Crull,Relic Series #3,1990,Ford 90 on bottom right in pencil,This work is in good condition.Not examined outside of frame.Minor rippling to paper.No other obvious signs of wear to art.,Contemporary,Abstract
713,1.500 USD,Dan Walsh,Viewing Suite III,2008,Signed and dated in pencil lower right recto.,This work is in very good condition.Not examined out of frame.No obvious signs of wear to art.,Contemporary,Abstract
714,680 USD,Robert Kushner,Reclining Man 18,1987,Signed Robert Kushner center right in pencil,This work is in good condition.Not examined out of frame.No obvious signs of wear to art.Light marks to frame.,Contemporary,Abstract
715,800 USD,Bruce Porter,Flute Like Voices III,1987,"Signed and dated in pencil, Bruce Porter, 1981",This work is in very good condition.Not examined outside of frame.No obvious signs of wear to artwork.,Post-War,Abstract
716,680 USD,Stephen Hartman,Untitled,1980,[nan],This work is in good condition.Not examined out of frame.Buckling to paper.Frame is marked at lower left corner.,Post-War,Abstract
717,680 USD,Steven Barbash,Four Tulips,1982,"Signed, dated and numbered on bottom.",No obvious signs of wear.Not examined out of frame.,Contemporary,Realism
718,1.275 USD,Stuart Nielsen,Untitled,1976,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract
719,1.275 USD,David Roth,Metamorphising/Spectrum,Circa 1971,Signed and dated on bottom right.,This work is in very good condition.Pinholes to work at corners and wear to edges of paper.Slight scuff to plexiglas glazing at bottom left.,Post-War,Geometric Abstraction
720,1.275 USD,Sonja Landberg,Drawing With Red Square,Circa 1991,Signed and titled on bottom.,No obvious signs of wear.Not examined out of frame.,Post-War,Geometric Abstraction
721,1.275 USD,William Zehngut,Still Life With Blue Vase,1979,Signed on lower left.,Not examined outside of frame.No obvious signs of wear.,Contemporary,Realism
722,1.275 USD,Christopher Beane,Marble Painting 114,2012,Artist signature on back.,No obvious signs of wear.,Contemporary,Abstract
723,680 USD,Ron Davis,Two Bar,Circa 1971,Signed on bottom right.,No obvious signs of wear.,Contemporary,Geometric Abstraction
724,1.275 USD,Frances Barth,Untitled Drawing Nbr 201,1976,[nan],Art has no obvious signs of wear.,Contemporary,Geometric Abstraction
725,1.275 USD,,[nan],[nan],Signed and dated in pencil to verso,Not examined out of frame.Minor sheet undulation.Small mark to top of frame.,Contemporary,Realism
726,680 USD,Jackie Battenfield,One Thousand Thoughts (Dusk),Circa 2001,Signed on bottom.,Art has no obvious signs of wear.,Contemporary,Realism
727,1.275 USD,Solien T.L.,Untitled,1990,Signed and dated on bottom right.,No obvious signs of wear.Not examined out of frame.,Contemporary,Organic/Biomorphic Abstraction
728,680 USD,Mary Jo Vath,Sunflower,1990,Signed and numbered in pencil to verso,Not examined out of frame.Edge wear to frame.,Contemporary,Realism
729,680 USD,Ed Albers,Disection Series,1989,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Organic/Biomorphic Abstraction
730,680 USD,DON NICE,Radish,1972,Signed and titled on bottom.,No obvious signs of wear.Not examined out of frame.,Post-War,Realism
731,680 USD,John Newman,Red Through And Through,2010,Signed and dated on lower right.,"Not examined out of frame.Art piece slipped off the hinge, resting on bottom of frame.",Contemporary,Abstract
732,680 USD,Jane Goldman,Window Reflection,2008,"Titled, signed and numbered in pencil recto ",No obvious signs of wear.Not examined out of frame.,Contemporary,Realism
733,1.275 USD,T. L. Solien,Blue Stem Land,1986,[nan],Not examined outside of frame.Pinholes to edges of paper.No obvious signs of wear otherwise.,Contemporary,Abstract
734,1.275 USD,Laura Newman,Blue And Orange,1987,[nan],Not examined out of frame.A few minor marks to frame.,Contemporary,Abstract
735,1.275 USD,Christopher Beane,Marble Painting 16,2012,[nan],No obvious signs of wear.,Contemporary,Abstract
736,680 USD,Stuart Allen,Untitled (Still Life),1983,Signed illegibly on lower right,Not examined outside of frame.No obvious signs of wear.,Post-War,Realism
737,1.275 USD,Jon Groom,Untitled,1985,Signed and dated lower right.,Area of wear to frame at top center.Art shows no obvious signs of wear.,Contemporary,Geometric Abstraction
738,1.275 USD,Richard Smith,On The Bowery Number 32,Circa 1964,Signed and dated on upper left.,No obvious signs of wear.,Contemporary,Pop Art
739,680 USD,Jackie Battenfield,One Thousand Thoughts (Noon),2001,Signed on bottom.,Art has no obvious signs of wear.,Contemporary,Realism
740,680 USD,Robert Janz,North Field CPP10,2007,"Signed, dated and titled in pencil to verso",Not examined out of frame.Scratches to plexiglass detected upon close inspection.Sheet undulation.One small mark to sheet.,Contemporary,Organic/Biomorphic Abstraction
741,1.275 USD,Orly Genger,Untitled,2004,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract
742,680 USD,Yasuyuki Shibata,Satsuma,2011,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction
743,680 USD,Carolyn Brady,"Green Lamp, Red Table",1985,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Realism
744,1.275 USD,Pietro Consagra,Diasporo,1973,Artist signature lower right.,No obvious signs of wear to art.,Contemporary,Abstract
745,680 USD,Jane Kent,Untitled Xiv,1989,[nan],Not examined out of frame.No obvious signs of imperfection.,Contemporary,Organic/Biomorphic Abstraction
746,680 USD,Jane Kent,"Untitled, A Study For Skating",2008,[nan],Not examined out of frame.Mark to frame.,Contemporary,Abstract
747,1.275 USD,Marischa Burckhardt,Cut Squares,1978,[nan],Not examined out of frame.No obvious signs of wear.,Contemporary,Geometric Abstraction
748,680 USD,Ian Hamilton Finlay,Sea Poppy,1968,[nan],Not examined out of frame.Scratches throughout plexiglas.,Contemporary,Abstract
749,680 USD,Jane Kent,Miracle Grow #17,2012,Signed and dated on lower right.,Not examined out of frame.No obvious signs of wear.,Contemporary,Abstract
750,1.275 USD,Gary Bower,Rolph Series,1970,[nan],Not examined out of frame.Significant undulation to sheet.Water stain to top of sheet.Scattered marks to frame.Surface scratches to plexiglass.Toning to perimeter of sheet.,Contemporary,Geometric Abstraction
751,680 USD,Jane Kent,Untitled,2012,[nan],Not examined out of frame.No apparent imperfections.,Contemporary,Geometric Abstraction
752,1.275 USD,T. L. Solien,Juniper,1986,[nan],Not examined outside of frame.Pinholes at edges of paper.No other obvious signs of wear.,Contemporary,Abstract
753,680 USD,John Duff,Untitled Print,1975,"Signed, dated and numbered in pencil.",Not examined out of frame.Scattered surface scratches to plexiglas.One faint mark to bottom left side of frame.Small white mark to right side of frame.,Modern,Geometric Abstraction
